No,Company Name,Location,Employment,Domestic Investment (RM -Million),Foreign Investment (RM-Million),Total Capital Investment(RM-Million),year,period_type,is_partial_year,source_file,source_sheet,Unnamed: 0,Obs,Name,Total Employment,Domestic Investment (RM Mil),Foreign Investment (RM Mil),Total Capital Investment (RM Mil),Country 1,%,Country 2,%.1,Ultimate Country,Product,Domestic Investment (RM),Foreign Investment (RM),Total Capital Investment (RM),Location (Activity),Activity,No (Projects),Name of Company,Local Employment,Foreign Employment,Total Investment (RM),Sector
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,6,QL Ansan Poultry Farm Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,7,QL Ansan Poultry Farm Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,8,Kilang Beras Rajang Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,9,Kilang Beras San Seng Lee (Kedah) Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,10,KST Kean Seng Trading Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,11,HHBK 1960 FOOD INDUSTRIES SDN. BHD.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,12,Double Site Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,13,QL Ansan Poultry Farm Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,14,Custom Food Ingredients Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,15,PPH Printing & Packaging (Kulim) Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,16,Thean Peng Rice & Oil Mills Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,17,Thean Peng Rice & Oil Mills Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,18,Sharikat Kilang Serbok Ikan (Asia) Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,19,Frontken Malaysia Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,20,D E S ELECTRONICS SDN.BHD.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,21,Berlian Bakti Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,22,QL Ansan Poultry Farm Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,23,SENG KEAT PLASTIC INDUSTRIES (M) SDN. BH,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,24,Sharikat Kilang Serbok Ikan (Asia) Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,25,Perniagaan Muhibbah Ria Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,26,Denim Code Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,27,QL Ansan Poultry Farm Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,28,Chip Hwa Trading Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,29,Xin Cheng Fa Brick Works Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,Total,,,,,
